book_id,title,author,metadata_status,metadata_reliable,q2_generation_basis,q1_id,q1_question,q1_status,q1_assignment_reason,raw_q2_count,raw_q2_1,raw_q2_2,raw_q2_3,raw_q2_4,raw_q2_5,notes
21,人性中的善良天使：暴力为什么会减少,斯蒂芬·平克,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《人性中的善良天使》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
22,自私的基因,理查德·道金斯,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《自私的基因》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
25,今日简史：人类命运大议题,尤瓦尔·赫拉利,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《今日简史》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
26,未来简史：从智人到智神,尤瓦尔·赫拉利,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《未来简史》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
28,罐头厂街,约翰·斯坦贝克,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《罐头厂街》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
29,How to：如何不切实际地解决实际问题,兰道尔·门罗,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《How to》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
31,地下室手记,[俄]陀思妥耶夫斯基,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《地下室手记》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
32,弱者的武器,詹姆斯·C.斯科特,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《弱者的武器》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
33,背德者,[法]安德烈·纪德,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《背德者》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
34,无穷的开始：世界进步的本源,戴维·多伊奇,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《无穷的开始》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
36,从细菌到巴赫再回来,[美]丹尼尔·丹尼特,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《从细菌到巴赫再回来》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
37,我们为什么做出不利于自己的行为,马克·郭士顿 菲利普·戈德堡,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《我们为什么做出不利于自己的行为》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
39,1493：物种大交换开创的世界史,[美]查尔斯·曼恩,matched,true,title-author-and-matched-metadata,,,unassigned,q1_cluster_not_stable,3,《1493》这本书试图回答的核心问题是什么？,书中如何解释制度与社会行为的共演关系？,该书的历史论证对当下问题有什么可迁移价值？,,,theme=历史与社会
40,窄门,[法]安德烈·纪德,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《窄门》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
43,巴比伦最富有的人,[美]乔治·S.克拉森,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《巴比伦最富有的人》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
44,清醒思考的艺术,罗尔夫·多贝里,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《清醒思考的艺术》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
45,焚舟纪,安吉拉·卡特,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《焚舟纪》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
46,卓越基因,[美]吉姆·柯林斯 比尔·拉齐尔,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《卓越基因》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
47,社会学的想象力,[美]C.赖特·米尔斯,matched,true,title-author-and-matched-metadata,,,unassigned,q1_cluster_not_stable,2,《社会学的想象力》这本书试图回答的核心问题是什么？,该书的历史论证对当下问题有什么可迁移价值？,,,,theme=历史与社会
48,凯列班与女巫：妇女、身体与原始积累,西尔维娅·费代里奇,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《凯列班与女巫》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
49,萨德式女人：文化史的操练,安吉拉·卡特,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《萨德式女人》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
52,谣言：世界最古老的传媒,让-诺埃尔·卡普费雷,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《谣言》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
55,助推,[美]理查德·塞勒 [美]卡斯·桑斯坦,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《助推》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
57,大师和玛格丽特,布尔加科夫,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《大师和玛格丽特》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
59,六论自发性：自主、尊严，以及有意义的工作和游戏,[美]詹姆斯·C.斯科特,matched,true,title-author-and-matched-metadata,,,unassigned,q1_cluster_not_stable,2,《六论自发性》这本书试图回答的核心问题是什么？,竞争与合作在何种条件下会发生转换？,,,,theme=游戏与机制设计
61,异类：不一样的成功启示录,[加]马尔科姆·格拉德威尔,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《异类》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
62,查令十字街84号,海莲·汉芙,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《查令十字街84号》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
63,涅朵奇卡：一个女人的一生,陀思妥耶夫斯基,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《涅朵奇卡》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
64,大地之上,罗欣顿·米斯特里,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《大地之上》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
66,爱玛,简·奥斯汀,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《爱玛》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
68,普林斯顿微积分读本,阿德里安·班纳,matched,true,title-author-and-matched-metadata,,,unassigned,q1_cluster_not_stable,2,《普林斯顿微积分读本》这本书试图回答的核心问题是什么？,这本书提供了哪些可复用的问题拆解方法？,,,,theme=方法与学习工具
69,绿灯,马修·麦康纳,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《绿灯》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
70,谁动了我的奶酪,斯宾塞·约翰逊,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《谁动了我的奶酪》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
71,谁动了我的奶酪2：走出迷宫,斯宾塞·约翰逊,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《谁动了我的奶酪2》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
72,轻松主义：让关键的事情变得容易做,[美]格雷戈·麦吉沃恩,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《轻松主义》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
74,原则,瑞·达利欧,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《原则》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
75,坏消息不断,玛格丽特·阿特伍德,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《坏消息不断》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
76,温德米尔夫人的扇子,[英]奥斯卡·王尔德,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《温德米尔夫人的扇子》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
79,阿特拉斯耸耸肩,安·兰德,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《阿特拉斯耸耸肩》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
81,一桩事先张扬的凶杀案,[哥]加西亚·马尔克斯,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《一桩事先张扬的凶杀案》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
82,从0到1：开启商业与未来的秘密,彼得·蒂尔 布莱克·马斯特斯,matched,true,title-author-and-matched-metadata,,,unassigned,q1_cluster_not_stable,2,《从0到1》这本书试图回答的核心问题是什么？,该书提供了哪些应对不确定性的策略框架？,,,,theme=商业与组织
83,两种孤独,[哥]加夫列尔·加西亚·马尔克斯 [秘]马里奥·巴尔加斯·略萨,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《两种孤独》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
85,更富有、更睿智、更快乐：世界顶尖投资者是如何在市场和生活中实现双赢的,威廉·格林,matched,true,title-author-and-matched-metadata,,,unassigned,q1_cluster_not_stable,2,《更富有、更睿智、更快乐》这本书试图回答的核心问题是什么？,该书提供了哪些应对不确定性的策略框架？,,,,theme=商业与组织
86,精神与爱欲,[德]赫尔曼·黑塞,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《精神与爱欲》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
88,支配与抵抗艺术：潜隐剧本,詹姆斯·C.斯科特,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《支配与抵抗艺术》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
89,问题就是答案,阿兰·皮斯,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《问题就是答案》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
97,细雪,[日]谷崎润一郎,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《细雪》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
98,痴人之爱,[日]谷崎润一郎,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《痴人之爱》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
99,呼吸秋千,赫塔·米勒,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《呼吸秋千》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
104,失控：全人类的最终命运和结局,凯文·凯利,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《失控》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
107,必然,[美]凯文·凯利,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《必然》这本书试图回答的核心问题是什么？,该书最值得追踪的论证链条是什么？,,,,theme=待人工复核
109,格特露德,[德]赫尔曼·黑塞,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《格特露德》这本书试图回答的核心问题是什么？,作者试图反驳或修正什么常见观点？,,,,theme=待人工复核
110,一间自己的房间,[英]伍尔夫,matched,true,title-author-and-matched-metadata,,,unassigned,theme_inference_low_confidence,2,《一间自己的房间》这本书试图回答的核心问题是什么？,这本书最核心的论题是什么？,,,,theme=待人工复核
2,具身认知：身体如何影响心智,盖伊·克莱斯顿,matched,true,title-author-and-matched-metadata,Q1-003,哪些心理机制会系统性影响判断与选择质量？,draft,theme_cluster_candidate,2,《具身认知》这本书试图回答的核心问题是什么？,该书提出了哪些可执行的偏差修正方法？,,,,theme=心理与决策
4,国家的视角：那些试图改善人类状况的项目是如何失败的,詹姆斯·C.斯科特,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《国家的视角》这本书试图回答的核心问题是什么？,这本书如何解释制度设计与执行之间的张力？,,,,theme=政治与制度
5,诚实的信号,[美]阿莱克斯·彭特兰,matched,true,title-author-and-matched-metadata,Q1-006,系统中的反馈与耦合如何导致长期反直觉结果？,draft,theme_cluster_candidate,2,《诚实的信号》这本书试图回答的核心问题是什么？,该书给出了哪些识别反馈回路的具体方法？,,,,theme=复杂系统
6,同步：秩序如何从混沌中涌现,斯蒂芬·斯托加茨,matched,true,title-author-and-matched-metadata,Q1-001,制度安排如何具体影响权力运行与群体行为？,draft,theme_cluster_candidate,2,《同步》这本书试图回答的核心问题是什么？,书中的案例如何揭示权力运作的具体机制？,,,,theme=政治与制度
7,混合信号,尤里·格尼茨,matched,true,title-author-and-matched-metadata,Q1-006,系统中的反馈与耦合如何导致长期反直觉结果？,draft,theme_cluster_candidate,2,《混合信号》这本书试图回答的核心问题是什么？,这本书如何说明局部优化会触发系统级副作用？,,,,theme=复杂系统
